#Title,Digilent WaveForms Oscilloscope Data
#Device Name,Analog Discovery
#Serial Number,SN:210244627777
#Software Version,2.7.5
Time (s),C1 (V),C2 (V)
-0.0244777777777778,1.42254152209468,8.96224335026807
-0.0244715277777778,1.42604435115305,9.05035039732584
-0.0244652777777778,1.43655283832813,9.14550600814823
-0.0244590277777778,1.44355849644485,9.23361305520599
-0.0244527777777778,1.44355849644485,9.31819582038145
-0.0244465277777778,1.45056415456158,9.37458433049842
-0.0244402777777778,1.4575698126783,9.46973994132081
-0.0244340277777778,1.4575698126783,9.55079842461396
-0.0244277777777778,1.46807829985338,9.64242975355403
-0.0244215277777778,1.4750839579701,9.7305368006118
-0.0244152777777778,1.47858678702847,9.81864384766957
-0.0244090277777778,1.48559244514519,9.92437230413889
-0.0244027777777778,1.49259810326191,10.0124793511967
-0.0243965277777778,1.49610093232027,10.107634962019
-0.0243902777777778,1.503106590437,10.2133634184884
-0.0243840277777778,1.51011224855372,10.2908976198992
-0.0243777777777778,1.5206207357288,10.4177717676624
-0.0243715277777778,1.52762639384553,10.4776845596617
-0.0243652777777778,1.53112922290389,10.5657916067194
-0.0243590277777778,1.53813488102061,10.6644714994241
-0.0243527777777778,1.54163771007897,10.7349571370703
-0.0243465277777778,1.55214619725406,10.8618312848335
-0.0243402777777778,1.55214619725406,10.9146955130682
-0.0243340277777778,1.55915185537078,11.0380453789491
-0.0243277777777778,1.56966034254586,11.1226281441245
-0.0243215277777778,1.56966034254586,11.1931137817707
-0.0243152777777778,1.58367165877931,11.3587550302393
-0.0243090277777778,1.58717448783767,11.3869492852978
-0.0243027777777778,1.59418014595439,11.4997263055318
-0.0242965277777778,1.60118580407111,11.5913576344718
-0.0242902777777778,1.60819146218784,11.6618432721181
-0.0242840277777778,1.6116942912462,11.7851931379989
-0.0242777777777778,1.61519712030456,11.7992902655282
-0.0242715277777778,1.62220277842128,11.9402615408206
-0.0242652777777778,1.62920843653801,12.0001743328199
-0.0242590277777778,1.62920843653801,12.0495142791722
-0.0242527777777778,1.63971692371309,12.1728641450531
-0.0242465277777778,1.63971692371309,12.1728641450531
-0.0242402777777778,1.64672258182981,12.296214010934
-0.0242340277777778,1.65022541088817,12.342029675404
-0.0242277777777778,1.65372823994654,12.4230881586972
-0.0242215277777778,1.66073389806326,12.5147194876372
-0.0242152777777778,1.66423672712162,12.5288166151665
-0.0242090277777778,1.6747452142967,12.6838850179882
-0.0242027777777778,1.67124238523834,12.7120792730466
-0.0241965277777778,1.67824804335507,12.7931377563398
-0.0241902777777778,1.68175087241343,12.8918176490445
-0.0241840277777778,1.68525370147179,12.9376333135145
-0.0241777777777778,1.69576218864687,13.06803174316
-0.0241715277777778,1.69576218864687,13.0997502801008
-0.0241652777777778,1.70276784676359,13.226624427864
-0.0241590277777778,1.70977350488032,13.3112071930395
-0.0241527777777778,1.71327633393868,13.3781685488034
-0.0241465277777778,1.7202819920554,13.5085669784489
-0.0241402777777778,1.72728765017212,13.5297126697427
-0.0241340277777778,1.73079047923049,13.6636353812705
-0.0241277777777778,1.73429330828885,13.7235481732698
-0.0241215277777778,1.74480179546393,13.8151795022099
-0.0241152777777778,1.74830462452229,13.90681083115
-0.0241090277777778,1.74830462452229,13.9561507775023
-0.0241027777777778,1.75881311169738,14.1041706165594
-0.0240965277777778,1.75881311169738,14.1076948984417
-0.0240902777777778,1.76932159887246,14.2275204824402
-0.0240840277777778,1.77632725698918,14.2980061200864
-0.0240777777777778,1.77632725698918,14.3755403214973
-0.0240715277777778,1.78333291510591,14.4777444960843
-0.0240652777777778,1.78683574416427,14.5024144692605
-0.0240590277777778,1.80084706039771,14.6645314358468
-0.0240527777777778,1.79734423133935,14.678628563376
-0.0240465277777778,1.80434988945608,14.7737841741984
-0.0240402777777778,1.8113555475728,14.8689397850208
-0.0240340277777778,1.81485837663116,14.9182797313731
-0.0240277777777778,1.81485837663116,15.0310567516071
-0.0240215277777778,1.82186403474788,15.0662995704302
-0.0240152777777778,1.83237252192297,15.2107951276049
-0.0240090277777778,1.83237252192297,15.2425136645457
-0.0240027777777778,1.83937818003969,15.3094750203096
-0.0239965277777778,1.84988666721477,15.4398734499551
-0.0239902777777778,1.84638383815641,15.4574948593667
-0.0239840277777778,1.85338949627313,15.5773204433652
-0.0239777777777778,1.8568923253315,15.619611825953
-0.0239715277777778,1.86389798344822,15.7253402824223
-0.0239652777777778,1.8744064706233,15.8204958932447
-0.0239590277777778,1.87090364156494,15.8381173026562
-0.0239527777777778,1.88141212874003,16.0072828330071
-0.0239465277777778,1.88491495779839,16.0319528061833
-0.0239402777777778,1.89192061591511,16.130632698888
-0.0239340277777778,1.89192061591511,16.2222640278281
-0.0239277777777778,1.89542344497347,16.2680796922981
-0.0239215277777778,1.90943476120692,16.4020024038259
-0.0239152777777778,1.90593193214856,16.4301966588844
-0.0239090277777778,1.91293759026528,16.5676436522945
-0.0239027777777778,1.919943248382,16.6205078805292
-0.0238965277777778,1.92344607744036,16.6874692362931
-0.0238902777777778,1.93045173555709,16.8178676659386
-0.0238840277777778,1.93395456461545,16.8284405115855
-0.0238777777777778,1.94096022273217,16.9658875049956
-0.0238715277777778,1.94446305179053,17.0081788875834
-0.0238652777777778,1.95146870990725,17.1103830621704
-0.0238590277777778,1.95497153896561,17.2090629548751
-0.0238527777777778,1.95847436802398,17.2337329280512
-0.0238465277777778,1.9654800261407,17.3923256127552
-0.0238402777777778,1.96898285519906,17.4134713040491
-0.0238340277777778,1.97598851331578,17.5051026329892
-0.0238277777777778,1.98299417143251,17.6073068075762
-0.0238215277777778,1.97949134237414,17.6460739082816
-0.0238152777777778,1.99350265860759,17.7658994922802
-0.0238090277777778,1.99350265860759,17.8046665929856
-0.0238027777777778,2.00050831672431,17.9174436132195
-0.0237965277777778,2.00401114578267,17.991453532748
-0.0237902777777778,2.00401114578267,18.0231720696888
-0.0237840277777778,2.01451963295776,18.1782404725105
-0.0237777777777778,2.01451963295776,18.1747161906282
-0.0237715277777778,2.02152529107448,18.2980660565091
-0.0237652777777778,2.0285309491912,18.3509302847437
-0.0237590277777778,2.03203377824957,18.4355130499192
-0.0237527777777778,2.03553660730793,18.5341929426239
-0.0237465277777778,2.03903943636629,18.5623871976824
-0.0237402777777778,2.04604509448301,18.7104070367394
-0.0237340277777778,2.05305075259973,18.7526984193272
-0.0237277777777778,2.0565535816581,18.8267083388557
-0.0237215277777778,2.06355923977482,18.932436795325
-0.0237152777777778,2.06005641071646,18.9606310503835
-0.0237090277777778,2.0740677269499,19.1086508894405
-0.0237027777777778,2.0740677269499,19.1086508894405
-0.0236965277777778,2.08107338506663,19.2460978828506
-0.0236902777777778,2.08457621412499,19.3060106748499
-0.0236840277777778,2.09158187224171,19.3588749030846
-0.0236777777777778,2.09858753035843,19.4892733327301
-0.0236715277777778,2.09508470130007,19.5174675877886
-0.0236652777777778,2.10209035941679,19.612623198611
-0.0236590277777778,2.10909601753352,19.6972059637864
-0.0236527777777778,2.11259884659188,19.7394973463741
-0.0236465277777778,2.1196045047086,19.8663714941373
-0.0236402777777778,2.12310733376696,19.8839929035489
-0.0236340277777778,2.13011299188368,20.0390613063706
-0.0236277777777778,2.13361582094205,20.0743041251937
-0.0236215277777778,2.13711865000041,20.1518383266045
-0.0236152777777778,2.14412430811713,20.2681396287207
-0.0236090277777778,2.14412430811713,20.2892853200146
-0.0236027777777778,2.15112996623385,20.4267323134247
-0.0235965277777778,2.15112996623385,20.440829440954
-0.0235902777777778,2.15813562435058,20.5747521524818
-0.0235840277777778,2.1651412824673,20.6311406625987
-0.0235777777777778,2.1651412824673,20.6875291727157
-0.0235715277777778,2.17564976964238,20.8214518842435
-0.0235652777777778,2.17915259870074,20.8461218574197
-0.0235590277777778,2.18615825681747,20.9659474414183
-0.0235527777777778,2.18615825681747,21.0152873877706
-0.0235465277777778,2.19316391493419,21.0963458710638
-0.0235402777777778,2.20016957305091,21.2091228912977
-0.0235340277777778,2.20016957305091,21.2408414282385
-0.0235277777777778,2.20717523116764,21.3888612672955
-0.0235215277777778,2.210678060226,21.427628368001
-0.0235152777777778,2.22118654740108,21.5051625694118
-0.0235090277777778,2.2281922055178,21.6285124352927
-0.0235027777777778,2.22468937645944,21.6461338447042
-0.0234965277777778,2.23169503457616,21.7765322743497
-0.0234902777777778,2.23870069269289,21.8223479388198
-0.0234840277777778,2.24220352175125,21.9210278315245
-0.0234777777777778,2.24920917986797,22.0267562879938
-0.0234715277777778,2.24920917986797,22.0443776974053
-0.0234652777777778,2.26322049610142,22.2205917915209
-0.0234590277777778,2.26322049610142,22.2346889190501
-0.0234527777777778,2.27022615421814,22.3439416574017
-0.0234465277777778,2.2737289832765,22.4355729863418
-0.0234402777777778,2.27723181233486,22.4884372145765
-0.0234340277777778,2.28423747045159,22.6153113623397
-0.0234277777777778,2.28774029950995,22.6576027449274
-0.0234215277777778,2.29474595762667,22.7739040470436
-0.0234152777777778,2.30175161574339,22.8620110941014
-0.0234090277777778,2.30175161574339,22.8937296310422
-0.0234027777777778,2.31226010291848,23.0593708795108
-0.0233965277777778,2.30875727386012,23.0805165708047
-0.0233902777777778,2.3192657610352,23.1686236178624
-0.0233840277777778,2.32627141915192,23.2814006380964
-0.0233777777777778,2.32627141915192,23.3131191750372
-0.0233715277777778,2.33327707726865,23.4505661684473
-0.0233652777777778,2.33677990632701,23.4822847053881
-0.0233590277777778,2.34378556444373,23.605634571269
-0.0233527777777778,2.34728839350209,23.6831687726798
-0.0233465277777778,2.35079122256045,23.7360330009145
-0.0233402777777778,2.35779688067717,23.8805285580892
-0.0233340277777778,2.36129970973554,23.91224709503
-0.0233277777777778,2.36830536785226,24.014451269617
-0.0233215277777778,2.37531102596898,24.1060825985571
-0.0233152777777778,2.37531102596898,24.1589468267917
-0.0233090277777778,2.3823166840857,24.2893452564372
-0.0233027777777778,2.38581951314407,24.2999181020842
-0.0232965277777778,2.39282517126079,24.4585107867882
-0.0232902777777778,2.39282517126079,24.5008021693759
-0.0232840277777778,2.39983082937751,24.5748120889044
-0.0232777777777778,2.40683648749423,24.7087348004322
-0.0232715277777778,2.4103393165526,24.7334047736084
-0.0232652777777778,2.41384214561096,24.8602789213716
-0.0232590277777778,2.42084780372768,24.9307645590178
-0.0232527777777778,2.4278534618444,25.001250196664
-0.0232465277777778,2.43485911996113,25.1140272168979
-0.0232402777777778,2.43135629090276,25.1351729081918
-0.0232340277777778,2.44536760713621,25.2902413110135
-0.0232277777777778,2.44186477807785,25.3254841298366
-0.0232215277777778,2.44887043619457,25.4135911768943
-0.0232152777777778,2.45587609431129,25.522843915246
-0.0232090277777778,2.45937892336966,25.5616110159514
-0.0232027777777778,2.46638458148638,25.6884851637146
-0.0231965277777778,2.4733902396031,25.7378251100669
-0.0231902777777778,2.4733902396031,25.8329807208893
-0.0231840277777778,2.48039589771982,25.9387091773586
-0.0231777777777778,2.48389872677819,25.9669034324171
-0.0231715277777778,2.49791004301163,26.1431175265327
-0.0231652777777778,2.49791004301163,26.1607389359442
-0.0231590277777778,2.50141287206999,26.2558945467666
-0.0231527777777778,2.50491570112835,26.3686715670005
-0.0231465277777778,2.50841853018671,26.396865822059
-0.0231402777777778,2.5189270173618,26.5343128154691
-0.0231340277777778,2.51542418830344,26.5589827886453
-0.0231277777777778,2.52242984642016,26.6788083726439
-0.0231215277777778,2.52943550453688,26.7563425740547
-0.0231152777777778,2.53293833359524,26.8092068022894
-0.0231090277777778,2.54344682077033,26.9537023594641
-0.0231027777777778,2.54344682077033,26.9783723326403
-0.0230965277777778,2.55045247888705,27.0700036615804
-0.0230902777777778,2.55395530794541,27.1581107086381
-0.0230840277777778,2.55745813700377,27.2109749368728
-0.0230777777777778,2.56796662417886,27.3448976484006
-0.0230715277777778,2.5644637951205,27.3660433396945
-0.0230652777777778,2.57497228229558,27.5034903331046
-0.0230590277777778,2.57497228229558,27.5810245345154
-0.0230527777777778,2.57847511135394,27.644461608397
-0.0230465277777778,2.58898359852903,27.8206757025125
-0.0230402777777778,2.58898359852903,27.8453456756887
-0.0230340277777778,2.59598925664575,27.9863169509811
-0.0230277777777778,2.59949208570411,28.063851152392
-0.0230215277777778,2.59949208570411,28.1519581994497
-0.0230152777777778,2.6100005728792,28.2894051928599
-0.0230090277777778,2.61700623099592,28.3316965754476
-0.0230027777777778,2.62050906005428,28.5043863876808
-0.0229965277777778,2.62401188911264,28.5889691528563
-0.0229902777777778,2.63101754722936,28.6629790723848
-0.0229840277777778,2.64152603440445,28.8074746295595
-0.0229777777777778,2.64152603440445,28.8391931665003
-0.0229715277777778,2.64502886346281,28.8638631396765
-0.0229652777777778,2.64853169252117,28.8638631396765
-0.0229590277777778,2.65553735063789,28.8638631396765
-0.0229527777777778,2.66604583781298,28.8638631396765
-0.0229465277777778,2.66604583781298,28.8638631396765
-0.0229402777777778,2.6730514959297,28.8638631396765
-0.0229340277777778,2.67655432498806,28.8638631396765
-0.0229277777777778,2.67655432498806,28.8638631396765
-0.0229215277777778,2.68355998310478,28.8638631396765
-0.0229152777777778,2.68355998310478,28.8638631396765
-0.0229090277777778,2.69757129933823,28.8638631396765
-0.0229027777777778,2.70457695745495,28.8638631396765
-0.0228965277777778,2.70457695745495,28.8638631396765
-0.0228902777777778,2.70807978651331,28.8638631396765
-0.0228840277777778,2.70807978651331,28.8638631396765
-0.0228777777777778,2.7185882736884,28.8638631396765
-0.0228715277777778,2.7185882736884,28.8638631396765
-0.0228652777777778,2.72559393180512,28.8638631396765
-0.0228590277777778,2.73259958992184,28.8638631396765
-0.0228527777777778,2.72909676086348,28.8638631396765
-0.0228465277777778,2.73960524803857,28.8638631396765
-0.0228402777777778,2.74310807709693,28.8638631396765
-0.0228340277777778,2.74661090615529,28.8638631396765
-0.0228277777777778,2.75361656427201,28.8638631396765
-0.0228215277777778,2.75711939333037,28.8638631396765
-0.0228152777777778,2.7641250514471,28.8638631396765
-0.0228090277777778,2.7641250514471,28.8638631396765
-0.0228027777777778,2.77113070956382,28.8638631396765
-0.0227965277777778,2.77463353862218,28.8638631396765
-0.0227902777777778,2.77813636768054,28.8638631396765
-0.0227840277777778,2.78514202579726,28.8638631396765
-0.0227777777777778,2.78864485485563,28.8638631396765
-0.0227715277777778,2.79565051297235,28.8638631396765
-0.0227652777777778,2.79915334203071,28.8638631396765
-0.0227590277777778,2.80265617108907,28.8638631396765
-0.0227527777777778,2.81666748732252,28.8638631396765
-0.0227465277777778,2.81316465826416,28.8638631396765
-0.0227402777777778,2.82017031638088,28.8638631396765
-0.0227340277777778,2.82367314543924,28.8638631396765
-0.0227277777777778,2.83418163261432,28.8638631396765
-0.0227215277777778,2.83768446167269,28.8638631396765
-0.0227152777777778,2.83768446167269,28.8638631396765
-0.0227090277777778,2.84819294884777,28.8638631396765
-0.0227027777777778,2.84469011978941,28.8638631396765
-0.0226965277777778,2.85169577790613,28.8638631396765
-0.0226902777777778,2.85169577790613,28.8638631396765
-0.0226840277777778,2.85169577790613,28.8638631396765
-0.0226777777777778,2.85870143602285,28.8638631396765
-0.0226715277777778,2.85870143602285,28.8638631396765
-0.0226652777777778,2.86570709413958,28.8638631396765
-0.0226590277777778,2.86920992319794,28.8638631396765
-0.0226527777777778,2.86920992319794,28.8638631396765
-0.0226465277777778,2.86920992319794,28.8638631396765
-0.0226402777777778,2.8727127522563,28.8638631396765
-0.0226340277777778,2.88322123943138,28.8638631396765
-0.0226277777777778,2.87971841037302,28.8638631396765
-0.0226215277777778,2.89022689754811,28.8638631396765
-0.0226152777777778,2.89372972660647,28.8638631396765
-0.0226090277777778,2.89723255566483,28.8638631396765
-0.0226027777777778,2.89723255566483,28.8638631396765
-0.0225965277777778,2.90073538472319,28.8638631396765
-0.0225902777777778,2.90774104283991,28.8638631396765
-0.0225840277777778,2.91124387189827,28.8638631396765
-0.0225777777777778,2.91124387189827,28.8638631396765
-0.0225715277777778,2.918249530015,28.8638631396765
-0.0225652777777778,2.91474670095664,28.8638631396765
-0.0225590277777778,2.92175235907336,28.8638631396765
-0.0225527777777778,2.92175235907336,28.8638631396765
-0.0225465277777778,2.92875801719008,28.8638631396765
-0.0225402777777778,2.93226084624844,28.8638631396765
-0.0225340277777778,2.9357636753068,28.8638631396765
-0.0225277777777778,2.94276933342353,28.8638631396765
-0.0225215277777778,2.94627216248189,28.8638631396765
-0.0225152777777778,2.95327782059861,28.8638631396765
-0.0225090277777778,2.95678064965697,28.8638631396765
-0.0225027777777778,2.95678064965697,28.8638631396765
-0.0224965277777778,2.96728913683206,28.8638631396765
-0.0224902777777778,2.96728913683206,28.8638631396765
-0.0224840277777778,2.97779762400714,28.8638631396765
-0.0224777777777778,2.97429479494878,28.8638631396765
-0.0224715277777778,2.9813004530655,28.8638631396765
-0.0224652777777778,2.98830611118222,28.8638631396765
-0.0224590277777778,2.98480328212386,28.8638631396765
-0.0224527777777778,2.99881459835731,28.8638631396765
-0.0224465277777778,2.99180894024059,28.8638631396765
-0.0224402777777778,2.99881459835731,28.8638631396765
-0.0224340277777778,2.99881459835731,28.8638631396765
-0.0224277777777778,3.00582025647403,28.8638631396765
-0.0224215277777778,3.00932308553239,28.8638631396765
-0.0224152777777778,3.00932308553239,28.8638631396765
-0.0224090277777778,3.01632874364912,28.8638631396765
-0.0224027777777778,3.01632874364912,28.8638631396765
-0.0223965277777778,3.01983157270748,28.8638631396765
-0.0223902777777778,3.02333440176584,28.8638631396765
-0.0223840277777778,3.02333440176584,28.8638631396765
-0.0223777777777778,3.03034005988256,28.8638631396765
-0.0223715277777778,3.03034005988256,28.8638631396765
-0.0223652777777778,3.03384288894092,28.8638631396765
-0.0223590277777778,3.04084854705765,28.8638631396765
-0.0223527777777778,3.03734571799928,28.8638631396765
-0.0223465277777778,3.04785420517437,28.8638631396765
-0.0223402777777778,3.04084854705765,28.8638631396765
-0.0223340277777778,3.04785420517437,28.8638631396765
-0.0223277777777778,3.05135703423273,28.8638631396765
-0.0223215277777778,3.05135703423273,28.8638631396765
-0.0223152777777778,3.05485986329109,28.8638631396765
-0.0223090277777778,3.05836269234945,28.8638631396765
-0.0223027777777778,3.06186552140781,28.8638631396765
-0.0222965277777778,3.06186552140781,28.8638631396765
-0.0222902777777778,3.06536835046618,28.8638631396765
-0.0222840277777778,3.06887117952454,28.8638631396765
-0.0222777777777778,3.06887117952454,28.8638631396765
-0.0222715277777778,3.0723740085829,28.8638631396765
-0.0222652777777778,3.07587683764126,28.8638631396765
-0.0222590277777778,3.07587683764126,28.8638631396765
-0.0222527777777778,3.07937966669962,28.8638631396765
-0.0222465277777778,3.07937966669962,28.8638631396765
-0.0222402777777778,3.08988815387471,28.8638631396765
-0.0222340277777778,3.08638532481634,28.8638631396765
-0.0222277777777778,3.09339098293307,28.8638631396765
-0.0222215277777778,3.09689381199143,28.8638631396765
-0.0222152777777778,3.08988815387471,28.8638631396765
-0.0222090277777778,3.09339098293307,28.8638631396765
-0.0222027777777778,3.09689381199143,28.8638631396765
-0.0221965277777778,3.10389947010815,28.8638631396765
-0.0221902777777778,3.10389947010815,28.8638631396765
-0.0221840277777778,3.10039664104979,28.8638631396765
-0.0221777777777778,3.11090512822487,28.8638631396765
-0.0221715277777778,3.10740229916651,28.8638631396765
-0.0221652777777778,3.11090512822487,28.8638631396765
-0.0221590277777778,3.11440795728324,28.8638631396765
-0.0221527777777778,3.1179107863416,28.8638631396765
-0.0221465277777778,3.12141361539996,28.8638631396765
-0.0221402777777778,3.1179107863416,28.8638631396765
-0.0221340277777778,3.12841927351668,28.8638631396765
-0.0221277777777778,3.12491644445832,28.8638631396765
-0.0221215277777778,3.12491644445832,28.8638631396765
-0.0221152777777778,3.1354249316334,28.8638631396765
-0.0221090277777778,3.13192210257504,28.8638631396765
-0.0221027777777778,3.1354249316334,28.8638631396765
-0.0220965277777778,3.1354249316334,28.8638631396765
-0.0220902777777778,3.13892776069176,28.8638631396765
-0.0220840277777778,3.13892776069176,28.8638631396765
-0.0220777777777778,3.13892776069176,28.8638631396765
-0.0220715277777778,3.14593341880849,28.8638631396765
-0.0220652777777778,3.14943624786685,28.8638631396765
-0.0220590277777778,3.14593341880849,28.8638631396765
-0.0220527777777778,3.14943624786685,28.8638631396765
-0.0220465277777778,3.14593341880849,28.8638631396765
-0.0220402777777778,3.15293907692521,28.8638631396765
-0.0220340277777778,3.15293907692521,28.8638631396765
-0.0220277777777778,3.15644190598357,28.8638631396765
-0.0220215277777778,3.15994473504193,28.8638631396765
-0.0220152777777778,3.15293907692521,28.8638631396765
-0.0220090277777778,3.16344756410029,28.8638631396765
-0.0220027777777778,3.15994473504193,28.8638631396765
-0.0219965277777778,3.15994473504193,28.8638631396765
-0.0219902777777778,3.16695039315866,28.8638631396765
-0.0219840277777778,3.16344756410029,28.8638631396765
-0.0219777777777778,3.16695039315866,28.8638631396765
-0.0219715277777778,3.16695039315866,28.8638631396765
-0.0219652777777778,3.16695039315866,28.8638631396765
-0.0219590277777778,3.17045322221702,28.8638631396765
-0.0219527777777778,3.16695039315866,28.8638631396765
-0.0219465277777778,3.17395605127538,28.8638631396765
-0.0219402777777778,3.17045322221702,28.8638631396765
-0.0219340277777778,3.17045322221702,28.8638631396765
-0.0219277777777778,3.17745888033374,28.8638631396765
-0.0219215277777778,3.17045322221702,28.8638631396765
-0.0219152777777778,3.17745888033374,28.8638631396765
-0.0219090277777778,3.17395605127538,28.8638631396765
-0.0219027777777778,3.17395605127538,28.8638631396765
-0.0218965277777778,3.17745888033374,28.8638631396765
-0.0218902777777778,3.17045322221702,28.8638631396765
-0.0218840277777778,3.1809617093921,28.8638631396765
-0.0218777777777778,3.17395605127538,28.8638631396765
-0.0218715277777778,3.17745888033374,28.8638631396765
-0.0218652777777778,3.17745888033374,28.8638631396765
-0.0218590277777778,3.17745888033374,28.8638631396765
-0.0218527777777778,3.1809617093921,28.8638631396765
-0.0218465277777778,3.17395605127538,28.8638631396765
-0.0218402777777778,3.17745888033374,28.8638631396765
-0.0218340277777778,3.1809617093921,28.8638631396765
-0.0218277777777778,3.17745888033374,28.8638631396765
-0.0218215277777778,3.18446453845046,28.8638631396765
-0.0218152777777778,3.17745888033374,28.8638631396765
-0.0218090277777778,3.17745888033374,28.8638631396765
-0.0218027777777778,3.1809617093921,28.8638631396765
-0.0217965277777778,3.17745888033374,28.8638631396765
-0.0217902777777778,3.18796736750882,28.8638631396765
-0.0217840277777778,3.1809617093921,28.8638631396765
-0.0217777777777778,3.18796736750882,28.8638631396765
-0.0217715277777778,3.18796736750882,28.8638631396765
-0.0217652777777778,3.1809617093921,28.8638631396765
-0.0217590277777778,3.19147019656719,28.8638631396765
-0.0217527777777778,3.18796736750882,28.8638631396765
-0.0217465277777778,3.18446453845046,28.8638631396765
-0.0217402777777778,3.18796736750882,28.8638631396765
-0.0217340277777778,3.18446453845046,28.8638631396765
-0.0217277777777778,3.19147019656719,28.8638631396765
-0.0217215277777778,3.18446453845046,28.8638631396765
-0.0217152777777778,3.19147019656719,28.8638631396765
-0.0217090277777778,3.19147019656719,28.8638631396765
-0.0217027777777778,3.19147019656719,28.8638631396765
-0.0216965277777778,3.19147019656719,28.8638631396765
-0.0216902777777778,3.18796736750882,28.8638631396765
-0.0216840277777778,3.19147019656719,28.8638631396765
-0.0216777777777778,3.19497302562555,28.8638631396765
-0.0216715277777778,3.19147019656719,28.8638631396765
